Restaurant Name,Location,City,Cuisines,Average Cost for Two,Currency,Has Table Booking,Has Online Delivery,Aggregate Rating,Rating Color,Rating Text,Votes,Restaurant Type,Address,Phone Number
Green-Gray, hsr ,Bangalore,Chinese,400.0,INR,Yes,Yes,3.1,Red,Very Good,4992.0,Dessert Parlor,"007 Dawson Roads Suite 588, Ramirezstad, TX 83660",(909)766-6769
Thompson-Henderson, whitefield ,Bangalore,Continental,500.0,INR,Yes,Yes,3.5,Green,Good,6759.0,Delivery,"82073 Joseph Passage, Barrymouth, VA 18666",(237)707-0185x860
Rodriguez-Young, koramangala ,Bangalore,Continental,400.0,INR,No,No,3.1,Orange,Poor,5699.0,Casual Dining,"49893 Chapman Mills Suite 086, North Anthonyberg, ME 22767",(951)721-2779x36920
"Yates, Lee And Smith", whitefield ,Bangalore,Italian,500.0,INR,Yes,No,2.6,Orange,Poor,8611.0,Delivery,"Unit 1356 Box 3856, DPO AA 72440",682.964.7092x995
Armstrong-Howell, indiranagar ,Bangalore,North Indian,448.9606039661864,INR,No,Yes,3.0,Red,Excellent,4028.0,Quick Bites,"55439 Palmer Vista Suite 045, Port Wayneport, OH 93353",(350)837-1909
Smith-Cruz, jayanagar ,Bangalore,Continental,300.0,INR,Yes,Yes,3.9,Green,Good,6371.0,Cafe,"Unit 4787 Box 9828, DPO AE 08516",001-745-552-5068x14316
"Allen, Kelly And Russell", indiranagar ,Bangalore,North Indian,200.0,INR,Yes,No,3.9,Orange,Average,8635.0,Cafe,"29829 Randall Crescent, Lake Sandra, DE 69339",001-914-817-3546x45038
"Willis, Newman And Bullock", koramangala ,Bangalore,South Indian,448.9606039661864,INR,No,Yes,2.7,Yellow,Average,5357.0,Cafe,"13430 Michelle Center, Johnside, CT 62524",692.868.2476
"Haley, Walton And Perez", koramangala ,Bangalore,Continental,400.0,INR,Yes,Yes,2.8,Red,Poor,6756.0,Delivery,"4081 Fischer Prairie Apt. 233, Mcintoshmouth, NV 79936",016-788-5152
Winters Ltd, koramangala ,Bangalore,Mexican,300.0,INR,Yes,Yes,4.9,Green,Average,8624.0,Quick Bites,"2682 Silva Camp Suite 168, North Gordon, DC 15431",564.971.4446x552
Jones Llc, koramangala ,Bangalore,South Indian,400.0,INR,Yes,Yes,4.0,Green,Very Good,2943.0,Delivery,"600 Tyler Glen, North Bryanchester, RI 55038",702.153.1659
Green-Smith, btm ,Bangalore,South Indian,600.0,INR,Yes,Yes,4.4,Orange,Good,1034.0,Cafe,"4818 Kristina Plaza Apt. 667, Jonathantown, NC 93147",216-678-9561x06485
Wright Group, whitefield ,Bangalore,Mexican,300.0,INR,No,Yes,2.3,Green,Poor,8895.0,Cafe,"01964 Justin Isle Apt. 231, Leonardfurt, NH 01570",104.829.2072x58834
"Dixon, Mann And Crosby", hsr ,Bangalore,North Indian,700.0,INR,No,No,2.3,Orange,Excellent,7359.0,Cafe,"533 Jeremiah Alley, Mariabury, LA 87169",001-272-850-1335x8267
"Powell, Hayes And Morgan", indiranagar ,Bangalore,Mexican,700.0,INR,No,No,3.7,Green,Good,7532.0,Delivery,"USNS Harris, FPO AE 93732",+1-364-405-6166x57874
"Chase, Baker And Kim", whitefield ,Bangalore,Italian,700.0,INR,Yes,Yes,3.9,Orange,Good,8433.0,Delivery,"1526 Steven Forge, North Francisco, WV 30489",415-359-3418x96441
"Anderson, Nelson And Gonzalez", indiranagar ,Bangalore,North Indian,600.0,INR,Yes,Yes,2.4,Green,Good,5888.0,Quick Bites,"09974 Davis Road, East Shawnshire, IA 22681",560-838-7574x82058
Moore And Sons, hsr ,Bangalore,Continental,600.0,INR,Yes,No,5.0,Yellow,Very Good,9367.0,Dessert Parlor,"2171 Sean Station Suite 581, South Brianna, LA 51411",665.181.8521x7689
Scott-Bonilla, whitefield ,Bangalore,Chinese,700.0,INR,No,Yes,2.3,Red,Average,5163.0,Dessert Parlor,"49850 Mark Coves, North Mallory, CT 24819",155.475.5123
Sanders And Sons, btm ,Bangalore,Chinese,400.0,INR,Yes,No,3.4,Green,Very Good,8753.0,Casual Dining,"2906 Russell Avenue Suite 225, Hesschester, TX 17369",+1-125-571-8417x2900
"Wright, Williams And Cruz", whitefield ,Bangalore,Mexican,400.0,INR,Yes,No,2.2,Green,Very Good,6676.0,Casual Dining,"320 Martinez Underpass Suite 167, Whiteview, NM 79684",824-772-4501x980
Alvarez Inc, btm ,Bangalore,Italian,500.0,INR,Yes,Yes,4.4,Yellow,Excellent,6196.0,Cafe,"6757 Raven Pine, New Stephanieville, NH 27302",7549574183
Daniels-Taylor, jayanagar ,Bangalore,South Indian,600.0,INR,No,No,4.2,Red,Poor,3669.0,Dessert Parlor,"6736 Francis Valleys, New Charles, NJ 18514",(912)791-1629
Lewis Inc, hsr ,Bangalore,Chinese,600.0,INR,No,No,2.8,Red,Good,4813.0,Delivery,"930 Smith Station, Murrayville, WY 63736",783.167.6835x523
Davis Plc, btm ,Bangalore,North Indian,200.0,INR,No,No,3.4,Red,Excellent,4300.0,Cafe,"865 Brandy Manor Suite 402, Jasonton, NH 28348",+1-375-266-2958x6039
Beck Group, jayanagar ,Bangalore,Continental,400.0,INR,Yes,No,4.3,Green,Very Good,5818.0,Quick Bites,"4714 Blackwell Ranch, Daviesmouth, WY 05454",618.136.7984x39738
Hood-Moore, whitefield ,Bangalore,Chinese,600.0,INR,Yes,Yes,2.2,Green,Excellent,4682.0,Casual Dining,"5058 Meyers Road Suite 820, Leahfort, OH 92414",(633)698-5716x519
"Brown, Perry And Kirk", indiranagar ,Bangalore,South Indian,600.0,INR,Yes,Yes,3.6,Orange,Poor,3560.0,Quick Bites,"01828 Shannon Forge Apt. 901, Melissafurt, MI 00725",756-365-4202x844
"Martinez, Williams And Nelson", koramangala ,Bangalore,Chinese,700.0,INR,No,Yes,3.506421052631579,Yellow,Average,5738.0,Quick Bites,"760 Manuel Meadows Apt. 273, New Kelsey, MA 37999",9914475612
Watson-Baldwin, hsr ,Bangalore,Chinese,600.0,INR,No,Yes,3.1,Orange,Excellent,8123.0,Delivery,"141 Lisa Parks, South Christopherville, NM 22664",6854365574
Clayton Inc, whitefield ,Bangalore,Mexican,300.0,INR,No,Yes,2.2,Yellow,Very Good,2892.0,Cafe,"91943 Miller Via Apt. 807, Floresside, TN 27983",(496)209-2542
Flores-Lam, btm ,Bangalore,Italian,700.0,INR,No,No,4.4,Green,Very Good,8445.0,Dessert Parlor,"7981 George Brooks, West Markburgh, NV 98328",(390)406-3343
Rosales-Cruz, btm ,Bangalore,Chinese,500.0,INR,No,Yes,3.7,Green,Good,1266.0,Dessert Parlor,"8477 James Gardens Apt. 990, West Chasestad, TN 37844",(642)552-0949x87964
Martinez Llc, indiranagar ,Bangalore,Mexican,500.0,INR,No,No,3.1,Red,Very Good,8768.0,Delivery,"6494 Lopez Prairie Suite 908, Gilesbury, KY 22308",+1-343-620-9375x4957
Moore-Mathis, whitefield ,Bangalore,Chinese,700.0,INR,No,Yes,3.5,Orange,Good,7022.0,Dessert Parlor,"14950 Matthews Parkways, North Tracieton, NV 99940",(760)980-1420
Cooper Inc, indiranagar ,Bangalore,South Indian,300.0,INR,No,No,2.8,Yellow,Excellent,3983.0,Quick Bites,"97141 Christopher Plaza Suite 449, New Scottville, WA 88045",561.074.6007x46022
Pennington Plc, btm ,Bangalore,North Indian,300.0,INR,Yes,Yes,3.7,Orange,Poor,1273.0,Dessert Parlor,"2897 Cochran Brook Suite 847, Port Jason, WA 19673",106.332.0237x847
Wood-Williams, jayanagar ,Bangalore,Mexican,448.9606039661864,INR,No,Yes,2.8,Red,Good,8416.0,Dessert Parlor,"33718 Smith Wall, Jonesfort, GA 74889",817-797-1201x9033
Wright Ltd, koramangala ,Bangalore,Mexican,700.0,INR,Yes,Yes,2.9,Yellow,Excellent,802.0,Delivery,"071 Darrell Lodge, Lake Heather, NV 04466",732.769.8654x7886
Nash-Morris, btm ,Bangalore,Italian,300.0,INR,No,Yes,3.0,Green,Very Good,938.0,Cafe,"490 Shannon Ways Apt. 519, Cruzshire, NH 64702",(671)102-7707
Hunter Llc, koramangala ,Bangalore,Continental,600.0,INR,No,Yes,4.4,Orange,Good,5005.0,Cafe,"9879 Joseph Dam, North Jodi, IL 53060",+1-585-659-8221x1822
Pope-Mcdonald, btm ,Bangalore,Mexican,500.0,INR,No,No,3.7,Orange,Good,3030.0,Delivery,"9036 David Manor Apt. 310, South Davidmouth, CO 86646",771-637-8030
Manning Ltd, whitefield ,Bangalore,Chinese,400.0,INR,No,No,4.4,Orange,Good,8439.0,Dessert Parlor,"Unit 2730 Box 9600, DPO AA 73103",-2256
Cervantes-Cantrell, jayanagar ,Bangalore,Unknown,200.0,INR,Yes,Yes,2.1,Orange,Poor,4980.0,Casual Dining,"21779 Brown Creek, New Johnton, NM 05469",391.750.6225x1440
"Villegas, Giles And Riley", indiranagar ,Bangalore,Italian,700.0,INR,No,No,4.6,Red,Poor,4415.0,Quick Bites,"93050 Amy Course, Port Angela, IN 10073",3697796230
Fisher-Serrano, koramangala ,Bangalore,Mexican,700.0,INR,Yes,Yes,3.0,Green,Average,4946.0,Delivery,"USCGC Mitchell, FPO AE 52245",001-414-919-6761x5584
White-Burns, whitefield ,Bangalore,Continental,448.9606039661864,INR,No,No,4.7,Yellow,Very Good,3239.0,Casual Dining,"206 Hardin Viaduct, Jordanborough, GA 92728",861147430
Hudson-King, jayanagar ,Bangalore,North Indian,700.0,INR,Yes,Yes,2.7,Green,Good,7705.0,Dessert Parlor,"9938 Lisa Springs Apt. 994, Donaldside, WI 47895",199-828-0969
Henderson Plc, hsr ,Bangalore,Continental,500.0,INR,Yes,Yes,5.0,Yellow,Very Good,6356.0,Delivery,"0571 Donna Road Suite 402, Jacquelinefort, PA 78268",316.796.5277
Walker-Garcia, koramangala ,Bangalore,Chinese,448.9606039661864,INR,Yes,No,3.2,Yellow,Average,7224.0,Delivery,"03150 Jesse Forest, East Aaronview, DC 73294",-6183
"Sanders, Wilson And Romero", indiranagar ,Bangalore,North Indian,200.0,INR,No,No,4.5,Yellow,Very Good,6791.0,Casual Dining,"8536 Robert Views, Shellyborough, LA 27801",069.967.8673x923
"Curtis, Davis And Fisher", hsr ,Bangalore,Chinese,300.0,INR,Yes,Yes,2.0,Red,Average,8375.0,Casual Dining,"2962 Paula Inlet, Masonhaven, CT 98126",001-140-587-7426x18118
Thornton-Jones, whitefield ,Bangalore,Chinese,500.0,INR,Yes,No,3.7,Yellow,Average,8302.0,Cafe,"5946 Carpenter Cape, Phillipsfort, AZ 66613",(407)670-0793x07053
"Gonzalez, Hicks And Walter", jayanagar ,Bangalore,North Indian,700.0,INR,Yes,Yes,2.2,Green,Poor,1956.0,Cafe,"4917 Douglas Rapids Apt. 473, New Jayhaven, TN 21168",001-577-573-9872x4313
Williams Group, whitefield ,Bangalore,Continental,200.0,INR,No,No,4.7,Green,Very Good,4378.0,Delivery,"4559 Christina Skyway Suite 674, New Renee, CA 71446",(174)290-1658x9830
"Little, Washington And Martinez", koramangala ,Bangalore,Mexican,200.0,INR,Yes,No,2.7,Green,Poor,234.0,Quick Bites,"32242 Kathy Stravenue Apt. 697, Ryanchester, AZ 46631",016.977.9440x39264
"Moody, Carrillo And Kelly", koramangala ,Bangalore,Italian,448.9606039661864,INR,Yes,Yes,3.506421052631579,Green,Poor,6629.0,Cafe,"967 Karen Rest Suite 424, Millermouth, NH 93145",7373452893
Sanchez-Williams, koramangala ,Bangalore,Mexican,300.0,INR,No,Yes,2.6,Red,Very Good,3694.0,Delivery,"USCGC Parker, FPO AE 71118",001-136-732-8355
"Smith, Miller And Rogers", jayanagar ,Bangalore,Chinese,448.9606039661864,INR,No,Yes,4.1,Yellow,Excellent,9302.0,Cafe,"743 Ortiz Trail Apt. 368, Clarkville, ID 87753",692.392.2136
Henry-Daniel, indiranagar ,Bangalore,Chinese,700.0,INR,No,No,4.1,Green,Very Good,505.0,Dessert Parlor,"469 Morris Villages, North Kelly, DE 54454",045.675.4078x6351
"Brady, Woods And Summers", btm ,Bangalore,South Indian,500.0,INR,No,Yes,3.4,Yellow,Good,4965.0,Delivery,"50566 Moody Village, Keithstad, HI 45179",(803)493-1506x90642
Chapman-Oconnor, jayanagar ,Bangalore,South Indian,700.0,INR,No,Yes,3.6,Yellow,Good,3792.0,Cafe,"437 Francis Bridge, Claudiabury, ME 97740",(086)206-3583x1839
"Best, Boyd And Liu", whitefield ,Bangalore,South Indian,448.9606039661864,INR,No,Yes,3.9,Red,Good,1987.0,Cafe,"744 Jason Points, Markberg, MO 59247",404-591-9179
Henry-Bonilla, indiranagar ,Bangalore,Chinese,500.0,INR,No,No,3.5,Red,Very Good,944.0,Casual Dining,"680 Cantrell Street, Lake Cindy, KY 09681",001-216-503-3022x8915
"Mendez, Phelps And Armstrong", hsr ,Bangalore,South Indian,300.0,INR,Yes,No,3.5,Red,Excellent,2759.0,Dessert Parlor,"Unit 4614 Box 1826, DPO AE 83748",048.930.7773x37890
Fowler Group, hsr ,Bangalore,Italian,300.0,INR,No,Yes,4.5,Green,Excellent,1691.0,Cafe,"871 Nicholas Mills Apt. 191, East Jacquelineburgh, MA 06002",(615)300-7586x796
"Brewer, Hall And Hernandez", hsr ,Bangalore,Continental,400.0,INR,No,No,2.7,Green,Excellent,2000.0,Quick Bites,"56005 Moore Forest, Lake Nicholas, WI 09663",(728)681-1488x1549
"Jackson, Goodwin And Jarvis", hsr ,Bangalore,Mexican,700.0,INR,No,Yes,2.1,Orange,Good,491.0,Dessert Parlor,"Unit 0899 Box 8823, DPO AP 43757",555-865-4299x88550
"Rice, Bradley And Morris", btm ,Bangalore,Mexican,400.0,INR,No,No,4.0,Yellow,Good,696.0,Casual Dining,"24632 Dustin Gardens, Wallacehaven, UT 35439",209.419.8532
"Young, Horn And Clements", indiranagar ,Bangalore,Continental,700.0,INR,No,No,3.2,Orange,Excellent,8683.0,Casual Dining,"3306 Charles Spurs Suite 884, South Judy, TX 84282",+1-146-870-0227x99160
"Brown, Soto And Hudson", koramangala ,Bangalore,Continental,500.0,INR,No,No,5.0,Yellow,Poor,4433.0,Dessert Parlor,"50511 Ana Island Suite 315, West Elizabeth, IL 98205",-9452
Dodson-Hoffman, koramangala ,Bangalore,Chinese,400.0,INR,Yes,Yes,2.8,Yellow,Good,1527.0,Cafe,"8296 Sanders Spurs Apt. 135, Andrewberg, OH 74769",001-438-886-6690x57189
Harrison Ltd, jayanagar ,Bangalore,Mexican,500.0,INR,No,Yes,3.506421052631579,Orange,Good,8905.0,Dessert Parlor,"121 Schroeder Locks Apt. 711, Wallaceland, MT 90483",(338)935-6837x5671
"White, Murphy And Miller", koramangala ,Bangalore,North Indian,400.0,INR,No,No,3.9,Yellow,Excellent,1107.0,Quick Bites,"161 Larry Place, Carrollfurt, AR 72254",001-632-486-2693x3340
Hodges-Hopkins, btm ,Bangalore,Continental,600.0,INR,Yes,No,3.0,Green,Average,9973.0,Cafe,"400 Kerri Squares, West Steven, FL 04338",(942)993-4316x9250
"Willis, Gonzalez And Brown", hsr ,Bangalore,Continental,500.0,INR,Yes,No,2.2,Yellow,Excellent,2358.0,Cafe,"1829 Marilyn Meadow, Keymouth, RI 49734",3186011316
"Roberts, Martin And Smith", whitefield ,Bangalore,Mexican,600.0,INR,No,No,4.5,Green,Poor,3256.0,Delivery,"52340 Kelly Point Suite 749, East Nichole, WY 35881",015-983-7589x994
"Taylor, Reid And Allen", hsr ,Bangalore,Mexican,300.0,INR,Yes,Yes,2.4,Red,Very Good,1038.0,Casual Dining,"0024 Thomas Glens Apt. 477, Williamsside, SD 09611",076-042-5693x68028
"Moore, Hoover And Gross", whitefield ,Bangalore,Chinese,400.0,INR,Yes,No,4.0,Green,Very Good,1.0,Casual Dining,"089 Natalie Corner Apt. 551, West Jesseborough, CO 06985",+1-329-413-2851x47484
"Mason, Marshall And Murray", whitefield ,Bangalore,Mexican,700.0,INR,Yes,Yes,3.5,Yellow,Poor,3585.0,Delivery,"628 Amber Prairie Suite 046, South Julieland, GA 71151",326-906-0509x028
Watson-Pearson, jayanagar ,Bangalore,South Indian,500.0,INR,No,No,3.506421052631579,Green,Good,5022.522421052631,Delivery,"78661 Pam Estate Apt. 929, Markview, MS 66615",(454)084-9500
Payne Plc, whitefield ,Bangalore,Mexican,400.0,INR,No,No,2.8,Red,Excellent,5563.0,Quick Bites,"537 Jason Isle Apt. 300, Kathleenmouth, GA 52285",6021553504
"Sanchez, Knight And Floyd", jayanagar ,Bangalore,Mexican,600.0,INR,No,No,4.8,Yellow,Excellent,9498.0,Casual Dining,"3327 Susan Plaza, Paulmouth, NY 04878",558-663-0133
Martinez-Anderson, hsr ,Bangalore,North Indian,600.0,INR,Yes,No,2.7,Red,Poor,7793.0,Casual Dining,"USNV Cummings, FPO AP 49238",561.076.6069x303
Jones-Russo, btm ,Bangalore,North Indian,700.0,INR,Yes,No,2.9,Orange,Good,1697.0,Dessert Parlor,"8086 Morris Lake Suite 553, Gregorybury, NY 10417",(360)212-8660x82317
Nash-Reynolds, whitefield ,Bangalore,Chinese,300.0,INR,Yes,Yes,2.4,Red,Very Good,7403.0,Casual Dining,"6219 Justin Forks, West Donald, ID 99230",+1-338-977-1381x0769
"Morton, Bowman And Greer", koramangala ,Bangalore,South Indian,600.0,INR,Yes,No,2.3,Red,Poor,5303.0,Casual Dining,"PSC 0173, Box 4822, APO AA 27620",(118)639-1458
"Allen, Kidd And Turner", hsr ,Bangalore,South Indian,300.0,INR,No,Yes,3.1,Red,Very Good,3248.0,Quick Bites,"22546 Michael Falls Apt. 995, Moralesside, AR 98581",+1-077-100-0190x73287
Weeks-Schmidt, koramangala ,Bangalore,Continental,500.0,INR,No,Yes,2.6,Green,Very Good,9400.0,Casual Dining,"495 Rogers Road, Lake Katherinefort, ID 40082",-6214
Whitehead-Good, indiranagar ,Bangalore,Mexican,400.0,INR,Yes,Yes,4.3,Orange,Excellent,5739.0,Delivery,"PSC 9112, Box 5304, APO AE 54201",169.471.8436x0711
Watson-Thomas, whitefield ,Bangalore,South Indian,300.0,INR,Yes,Yes,3.4,Yellow,Poor,7431.0,Casual Dining,"USNS Stevens, FPO AP 58327",(003)165-8071x01212
"Sharp, Smith And Torres", whitefield ,Bangalore,Unknown,300.0,INR,No,Yes,2.6,Yellow,Very Good,493.0,Dessert Parlor,"691 Grant Turnpike, Gutierrezborough, NJ 91408",(225)571-0103x73376
Fritz-Lewis, whitefield ,Bangalore,Continental,600.0,INR,No,No,3.6,Green,Excellent,4096.0,Delivery,"88233 Omar Trafficway Suite 489, North Allisonton, AR 83954",775.353.8717
Johnson-Snyder, koramangala ,Bangalore,Chinese,400.0,INR,Yes,No,3.9,Red,Average,7297.0,Casual Dining,"78569 Joseph Fall Apt. 627, Monicashire, OK 12608",445-271-6584x4023
Vasquez Llc, btm ,Bangalore,Italian,400.0,INR,Yes,Yes,2.1,Red,Excellent,9644.0,Dessert Parlor,"354 Jennifer Flats, East Kyle, LA 97745",(502)420-9850x67034
Johnson Ltd, jayanagar ,Bangalore,Continental,200.0,INR,Yes,No,4.3,Red,Excellent,7455.0,Casual Dining,"652 Hopkins Lake, New Adam, AL 37630",(043)226-6794x2857
"Steele, Miller And Green", hsr ,Bangalore,South Indian,400.0,INR,No,No,2.7,Green,Excellent,1201.0,Dessert Parlor,"98437 Henry Alley, West Kylemouth, SC 97370",001-533-360-3142
"Woods, Figueroa And Rhodes", whitefield ,Bangalore,Chinese,600.0,INR,No,No,3.506421052631579,Red,Excellent,238.0,Delivery,"064 Rachel Tunnel Suite 068, East Paula, LA 06535",173.570.3493x45882
Carr-Brown, whitefield ,Bangalore,North Indian,448.9606039661864,INR,No,Yes,2.8,Red,Very Good,819.0,Cafe,"9666 Jessica Turnpike Suite 317, South Edwardland, OR 83721",+1-020-118-5390x2229
Ramos Inc, indiranagar ,Bangalore,Italian,300.0,INR,Yes,Yes,3.7,Orange,Good,82.0,Delivery,"18939 Olson Loaf Suite 716, Stoutland, AK 49925",(194)512-5083
"Phillips, Moss And Hart", btm ,Bangalore,Mexican,500.0,INR,Yes,No,2.2,Yellow,Poor,7867.0,Dessert Parlor,"598 Wendy Springs Suite 328, New April, DC 29294",713.012.1734
Rodriguez-Boyer, jayanagar ,Bangalore,Chinese,500.0,INR,Yes,Yes,2.0,Yellow,Poor,1459.0,Quick Bites,"57997 Jacqueline Course, East Eugene, MN 48506",9548306761
Koch Ltd, btm ,Bangalore,South Indian,200.0,INR,No,No,3.0,Red,Poor,5122.0,Delivery,"084 Laura Club, Lake Jaredfort, RI 59203",+1-785-457-6571x400
Hayes-Myers, whitefield ,Bangalore,Continental,500.0,INR,No,No,2.2,Green,Excellent,7749.0,Dessert Parlor,"2384 Allen Courts Suite 652, Port Heidiview, CO 75937",(423)385-3796x0604
"Keith, Scott And Chambers", jayanagar ,Bangalore,Chinese,500.0,INR,Yes,Yes,3.506421052631579,Orange,Very Good,7203.0,Dessert Parlor,"USS Dawson, FPO AA 69479",1311971856
Juarez-Rios, indiranagar ,Bangalore,Italian,500.0,INR,No,No,4.1,Yellow,Very Good,5479.0,Quick Bites,"34024 Dawn Manor, New Jocelyn, NY 07812",555.259.8809x389
Strickland Plc, jayanagar ,Bangalore,North Indian,300.0,INR,No,Yes,2.2,Red,Good,5022.522421052631,Dessert Parlor,"41229 William Islands, Margaretside, SD 23280",(874)218-6235x5940
"Davis, Davis And Miller", whitefield ,Bangalore,North Indian,400.0,INR,Yes,Yes,2.9,Orange,Average,3061.0,Casual Dining,"55438 Barton Burg, Lake Renee, CA 82371",001-852-670-3381x60408
Esparza-Burns, whitefield ,Bangalore,North Indian,600.0,INR,No,Yes,3.3,Yellow,Excellent,9568.0,Delivery,"45858 Barbara Hills Suite 267, Aaronmouth, GA 76135",890-397-3910
Johnson-Pratt, jayanagar ,Bangalore,Mexican,500.0,INR,Yes,No,2.3,Red,Poor,8604.0,Casual Dining,"67604 Kathryn Place Suite 364, Port Wendy, OH 20867",001-765-282-3795x057
Curtis-Jones, koramangala ,Bangalore,Continental,300.0,INR,No,Yes,4.6,Red,Very Good,9129.0,Cafe,"Unit 0612 Box 6525, DPO AE 03132",001-017-115-5293x67226
Gallegos-Moore, whitefield ,Bangalore,South Indian,448.9606039661864,INR,No,Yes,4.1,Green,Good,3021.0,Dessert Parlor,"50018 Isabella Courts Apt. 737, East Derek, SD 01232",668.213.5929x429
"Stanley, Robinson And Moore", btm ,Bangalore,Italian,448.9606039661864,INR,Yes,Yes,3.506421052631579,Orange,Excellent,9652.0,Dessert Parlor,"2011 Caldwell Lodge Suite 172, South Paulport, WY 93072",616-094-2584
"Ryan, Stewart And Barber", jayanagar ,Bangalore,South Indian,448.9606039661864,INR,No,Yes,4.2,Red,Good,2021.0,Dessert Parlor,"Unit 7437 Box 7761, DPO AP 15284",001-207-620-5436
Adkins-Gregory, btm ,Bangalore,Continental,500.0,INR,Yes,No,3.9,Red,Good,5695.0,Delivery,"38027 James Meadow Suite 316, South Kristine, CO 15160",+1-941-956-5504x779
"Smith, Chavez And Rodriguez", whitefield ,Bangalore,Chinese,600.0,INR,Yes,Yes,3.0,Yellow,Very Good,8312.0,Dessert Parlor,"7600 Kevin Isle, Ryanstad, KY 67196",001-267-407-4561x904
Martinez-Gonzalez, whitefield ,Bangalore,South Indian,200.0,INR,Yes,No,4.8,Red,Average,5022.522421052631,Delivery,"176 Nielsen Branch, West Rebekahberg, MD 90111",754.281.0327x62633
Brown Ltd, jayanagar ,Bangalore,Italian,400.0,INR,No,Yes,3.5,Green,Very Good,6400.0,Casual Dining,"771 Rodriguez Knoll Suite 553, North Johnny, HI 87699",001-680-976-4395
"Patterson, Reyes And Flowers", jayanagar ,Bangalore,South Indian,400.0,INR,No,Yes,3.8,Yellow,Average,1841.0,Casual Dining,"63345 Danielle Trafficway Suite 208, Lauraton, KS 91338",(083)565-4026x41780
"Garza, Holt And Clay", koramangala ,Bangalore,Continental,700.0,INR,Yes,Yes,3.1,Yellow,Good,7869.0,Quick Bites,"9349 Ward Meadow Apt. 733, Fieldsmouth, MT 23996",276-059-5076x3748
Pruitt-Scott, indiranagar ,Bangalore,North Indian,400.0,INR,Yes,No,3.506421052631579,Orange,Good,3138.0,Quick Bites,"964 Christian Crest Suite 770, Jennifermouth, WV 63763",001-578-210-5002
Chapman-Mcclain, btm ,Bangalore,Italian,700.0,INR,No,No,3.2,Orange,Excellent,7700.0,Cafe,"244 Gabrielle Wall Apt. 884, East Corey, OR 07720",(411)853-0965x901
Wall-Brewer, indiranagar ,Bangalore,South Indian,700.0,INR,Yes,No,3.2,Red,Good,2156.0,Delivery,"108 Mendoza Row, South Sheri, NC 60187",+1-735-934-9045x8220
"Williams, Cook And Davis", indiranagar ,Bangalore,Continental,600.0,INR,Yes,Yes,2.6,Green,Excellent,3737.0,Quick Bites,"873 David Village, South Sandraview, TX 71648",+1-155-619-2985x156
"Sparks, Price And Price", indiranagar ,Bangalore,Chinese,700.0,INR,No,No,2.9,Green,Average,9474.0,Dessert Parlor,"7547 Guerra Stravenue Apt. 531, New Mary, AZ 05643",(107)698-7432x5432
"Shah, Lewis And Booth", indiranagar ,Bangalore,South Indian,500.0,INR,No,Yes,3.506421052631579,Red,Very Good,711.0,Cafe,"993 Michele Falls Suite 370, New Saratown, MI 44771",001-893-526-1923x15727
